32	16	8	8	0.000063	0.000112	0.562500	Best result yet!
28	14	8	7	0.000044	0.000111	0.396396	
24	12	8	6	0.000028	0.000109	0.256881	
20	10	8	5	0.000017	0.000104	0.163462	
16	8	8	4	0.000010	0.000110	0.090909	
12	6	8	3	0.000005	0.000105	0.047619	
8	4	8	2	0.000003	0.000107	0.028037	
4	2	8	1	0.000001	0.000107	0.009346	
